 CONF#          E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF1431       -36.704583          2.93          -468.361104          3.66           -3.443997         -468.366592          3.95                0.00         
CONF1432       -36.705267          2.51          -468.362173          2.99           -3.005376         -468.366963          3.71                0.00         
CONF1433       -36.705350          2.45          -468.362699          2.66           -2.951890         -468.367404          3.44                0.01         
CONF1434       -36.705321          2.47          -468.362447          2.81           -2.968367         -468.367178          3.58                0.00         
CONF1438       -36.705316          2.47          -468.363277          2.29           -2.968655         -468.368008          3.06                0.01         
CONF1439       -36.704561          2.95          -468.361209          3.59           -3.440335         -468.366692          3.88                0.00         
CONF1441       -36.704520          2.97          -468.361392          3.48           -3.463263         -468.366911          3.75                0.00         
CONF1442       -36.703634          3.53          -468.362741          2.63           -4.019388         -468.369147          2.34                0.04         
CONF1444       -36.705246          2.52          -468.362055          3.06           -3.005229         -468.366844          3.79                0.00         
CONF1445       -36.705288          2.49          -468.363272          2.30           -2.978908         -468.368019          3.05                0.01         
CONF1447       -36.705242          2.52          -468.361916          3.15           -3.007718         -468.366709          3.87                0.00         
CONF1448       -36.705346          2.46          -468.362906          2.53           -2.941299         -468.367593          3.32                0.01         
CONF1450       -36.705127          2.59          -468.361625          3.33           -3.075312         -468.366526          3.99                0.00         
CONF1451       -36.705104          2.61          -468.361720          3.27           -3.088580         -468.366642          3.92                0.00         
CONF1452       -36.703615          3.54          -468.362777          2.61           -4.020763         -468.369184          2.32                0.04         
CONF1454       -36.703572          3.57          -468.362237          2.95           -4.045066         -468.368683          2.63                0.02         
CONF1458       -36.705269          2.50          -468.362372          2.86           -2.977735         -468.367117          3.62                0.00         
CONF1459       -36.703748          3.46          -468.363396          2.22           -3.950030         -468.369691          2.00                0.07         
CONF1460       -36.703616          3.54          -468.362712          2.65           -4.011075         -468.369104          2.37                0.04         
CONF1461       -36.705345          2.46          -468.362694          2.66           -2.926723         -468.367358          3.47                0.01         
CONF1462       -36.705291          2.49          -468.362683          2.67           -2.966015         -468.367410          3.43                0.01         
CONF1463       -36.703588          3.56          -468.362457          2.81           -4.040749         -468.368896          2.50                0.03         
CONF1464       -36.705293          2.49          -468.363572          2.11           -2.970501         -468.368306          2.87                0.02         
CONF1465       -36.703528          3.60          -468.362308          2.90           -4.063488         -468.368784          2.57                0.02         
CONF1466       -36.705340          2.46          -468.362993          2.47           -2.925793         -468.367656          3.28                0.01         
CONF1467       -36.703682          3.50          -468.363398          2.22           -3.965325         -468.369717          1.99                0.07         
CONF1468       -36.705237          2.52          -468.361994          3.10           -2.989668         -468.366758          3.84                0.00         
CONF1469       -36.705245          2.52          -468.363367          2.24           -2.984195         -468.368123          2.99                0.01         
CONF1470       -36.704619          2.91          -468.361145          3.63           -3.376408         -468.366526          3.99                0.00         
CONF1472       -36.705232          2.53          -468.362461          2.81           -2.989465         -468.367225          3.55                0.00         
CONF1473       -36.703677          3.50          -468.362806          2.59           -3.964035         -468.369123          2.36                0.04         
CONF1475       -36.705345          2.46          -468.363163          2.36           -2.910492         -468.367801          3.19                0.01         
CONF1476       -36.703684          3.50          -468.363288          2.29           -3.954175         -468.369589          2.07                0.06         
CONF1477       -36.703679          3.50          -468.363281          2.29           -3.955726         -468.369585          2.07                0.06         
CONF1480       -36.705235          2.53          -468.362642          2.69           -2.977714         -468.367387          3.45                0.01         
CONF1481       -36.705274          2.50          -468.362957          2.49           -2.952598         -468.367663          3.27                0.01         
CONF1482       -36.705277          2.50          -468.362966          2.49           -2.949360         -468.367667          3.27                0.01         
CONF1484       -36.704545          2.96          -468.361349          3.50           -3.403094         -468.366772          3.83                0.00         
CONF1485       -36.704634          2.90          -468.361601          3.34           -3.348830         -468.366938          3.73                0.00         
CONF1486       -36.705255          2.51          -468.362232          2.95           -2.958021         -468.366946          3.72                0.00         
CONF1487       -36.703561          3.58          -468.363105          2.40           -4.018792         -468.369509          2.12                0.05         
CONF1489       -36.703498          3.62          -468.362085          3.04           -4.056820         -468.368550          2.72                0.02         
CONF1490       -36.705248          2.52          -468.363195          2.34           -2.956762         -468.367907          3.12                0.01         
CONF1492       -36.703490          3.62          -468.362055          3.06           -4.056916         -468.368520          2.74                0.02         
CONF1494       -36.704578          2.94          -468.361753          3.25           -3.373096         -468.367128          3.61                0.00         
CONF1496       -36.704571          2.94          -468.361812          3.21           -3.375590         -468.367191          3.57                0.00         
CONF1498       -36.704541          2.96          -468.361344          3.51           -3.393468         -468.366752          3.85                0.00         
CONF1499       -36.705169          2.57          -468.361763          3.24           -2.995547         -468.366537          3.98                0.00         
CONF1500       -36.705196          2.55          -468.363592          2.10           -2.979135         -468.368340          2.85                0.02         
CONF1502       -36.703472          3.63          -468.362033          3.07           -4.058971         -468.368501          2.75                0.02         
CONF1504       -36.705193          2.55          -468.363152          2.37           -2.975273         -468.367893          3.13                0.01         
CONF1505       -36.703509          3.61          -468.362922          2.52           -4.030478         -468.369345          2.22                0.05         
CONF1506       -36.703508          3.61          -468.362921          2.52           -4.030431         -468.369344          2.22                0.05         
CONF1507       -36.703537          3.59          -468.363166          2.36           -4.011459         -468.369559          2.08                0.06         
CONF1508       -36.705249          2.52          -468.363079          2.42           -2.935057         -468.367756          3.22                0.01         
CONF1509       -36.705132          2.59          -468.361781          3.23           -3.007731         -468.366574          3.96                0.00         
CONF1510       -36.705168          2.57          -468.362559          2.74           -2.983878         -468.367314          3.49                0.01         
CONF1511       -36.704511          2.98          -468.361422          3.46           -3.394612         -468.366831          3.80                0.00         
CONF1513       -36.703572          3.57          -468.363337          2.26           -3.983494         -468.369685          2.01                0.06         
CONF1515       -36.703572          3.57          -468.363550          2.12           -3.983744         -468.369898          1.87                0.08         
CONF1517       -36.704546          2.96          -468.361343          3.51           -3.417193         -468.366789          3.82                0.00         
CONF1519       -36.703513          3.61          -468.363597          2.09           -4.017087         -468.369998          1.81                0.09         
CONF1522       -36.703488          3.62          -468.363306          2.28           -4.027258         -468.369723          1.98                0.07         
CONF1523       -36.705126          2.59          -468.361921          3.14           -2.998223         -468.366699          3.88                0.00         
CONF1524       -36.705122          2.60          -468.361888          3.16           -3.000738         -468.366670          3.90                0.00         
CONF1525       -36.703402          3.68          -468.361653          3.31           -4.079249         -468.368154          2.97                0.01         
CONF1526       -36.703434          3.66          -468.362120          3.02           -4.057129         -468.368585          2.70                0.02         
CONF1528       -36.703567          3.57          -468.363168          2.36           -3.968134         -468.369492          2.13                0.05         
CONF1529       -36.704541          2.96          -468.361566          3.37           -3.356696         -468.366915          3.74                0.00         
CONF1530       -36.704595          2.93          -468.361607          3.34           -3.323419         -468.366903          3.75                0.00         
CONF1531       -36.703420          3.66          -468.361959          3.12           -4.060303         -468.368429          2.79                0.02         
CONF1533       -36.703478          3.63          -468.362857          2.56           -4.023684         -468.369269          2.27                0.04         
CONF1535       -36.704548          2.96          -468.361350          3.50           -3.351234         -468.366691          3.88                0.00         
CONF1536       -36.703395          3.68          -468.361591          3.35           -4.074316         -468.368084          3.01                0.01         
CONF1538       -36.703499          3.61          -468.363293          2.28           -4.006045         -468.369677          2.01                0.06         
CONF1539       -36.703377          3.69          -468.361626          3.33           -4.082267         -468.368131          2.98                0.01         
CONF1540       -36.705144          2.58          -468.362292          2.91           -2.986109         -468.367051          3.66                0.00         
CONF1541       -36.705809          2.17          -468.363571          2.11           -2.554682         -468.367642          3.29                0.01         
CONF1542       -36.703410          3.67          -468.362171          2.99           -4.059775         -468.368641          2.66                0.02         
CONF1544       -36.704589          2.93          -468.362376          2.86           -3.317865         -468.367664          3.27                0.01         
CONF1545       -36.703384          3.69          -468.361307          3.53           -4.073314         -468.367798          3.19                0.01         
CONF1546       -36.704531          2.97          -468.361528          3.39           -3.353250         -468.366872          3.77                0.00         
CONF1547       -36.703399          3.68          -468.361481          3.42           -4.060969         -468.367953          3.09                0.01         
CONF1548       -36.704517          2.98          -468.361491          3.41           -3.353641         -468.366836          3.79                0.00         
CONF1549       -36.703451          3.64          -468.362772          2.61           -4.026869         -468.369189          2.32                0.04         
CONF1551       -36.704537          2.96          -468.361330          3.51           -3.340876         -468.366654          3.91                0.00         
CONF1553       -36.705128          2.59          -468.362824          2.58           -2.969518         -468.367556          3.34                0.01         
CONF1554       -36.703451          3.64          -468.363069          2.42           -4.021210         -468.369478          2.14                0.05         
CONF1556       -36.705205          2.54          -468.363075          2.42           -2.918051         -468.367725          3.24                0.01         
CONF1557       -36.705108          2.60          -468.362789          2.60           -2.976588         -468.367532          3.36                0.01         
CONF1558       -36.703442          3.65          -468.362475          2.80           -4.018905         -468.368879          2.51                0.03         
CONF1559       -36.704571          2.94          -468.361646          3.32           -3.309681         -468.366921          3.74                0.00         
CONF1563       -36.703427          3.66          -468.363536          2.13           -4.025217         -468.369950          1.84                0.09         
CONF1564       -36.703428          3.66          -468.363544          2.13           -4.024495         -468.369957          1.83                0.09         
CONF1569       -36.704337          3.09          -468.361376          3.49           -3.452851         -468.366878          3.77                0.00         
CONF1570       -36.703358          3.70          -468.361772          3.24           -4.066581         -468.368252          2.90                0.01         
CONF1571       -36.705695          2.24          -468.363161          2.37           -2.599799         -468.367304          3.50                0.01         
CONF1573       -36.703417          3.67          -468.363121          2.39           -4.027234         -468.369539          2.10                0.06         
CONF1574       -36.704451          3.02          -468.361274          3.55           -3.377843         -468.366656          3.91                0.00         
CONF1577       -36.703398          3.68          -468.362606          2.71           -4.035021         -468.369036          2.41                0.03         
CONF1579       -36.703433          3.66          -468.363522          2.14           -4.012014         -468.369916          1.86                0.08         
CONF1580       -36.705108          2.61          -468.362556          2.75           -2.959509         -468.367272          3.52                0.01         
CONF1583       -36.703390          3.68          -468.362622          2.70           -4.034918         -468.369053          2.40                0.03         
CONF1584       -36.703472          3.63          -468.363038          2.44           -3.982330         -468.369384          2.19                0.05         
CONF1585       -36.703432          3.66          -468.363056          2.43           -4.013136         -468.369451          2.15                0.05         
CONF1586       -36.703471          3.63          -468.363034          2.45           -3.982323         -468.369380          2.20                0.05         
CONF1587       -36.704190          3.18          -468.360883          3.80           -3.530826         -468.366509          4.00                0.00         
CONF1588       -36.704352          3.08          -468.361239          3.57           -3.429496         -468.366704          3.88                0.00         
CONF1589       -36.703430          3.66          -468.362562          2.74           -4.004346         -468.368943          2.47                0.03         
CONF1590       -36.704130          3.22          -468.361793          3.22           -3.564113         -468.367473          3.39                0.01         
CONF1592       -36.703389          3.68          -468.363152          2.37           -4.027050         -468.369569          2.08                0.06         
CONF1593       -36.703469          3.63          -468.363106          2.40           -3.976098         -468.369442          2.16                0.05         
CONF1594       -36.705048          2.64          -468.362770          2.61           -2.989297         -468.367533          3.36                0.01         
CONF1595       -36.705706          2.23          -468.363126          2.39           -2.570850         -468.367223          3.55                0.00         
CONF1596       -36.705713          2.23          -468.363139          2.38           -2.565301         -468.367227          3.55                0.00         
CONF1597       -36.705032          2.65          -468.362776          2.61           -2.990994         -468.367542          3.35                0.01         
CONF1598       -36.705015          2.66          -468.361728          3.26           -3.001557         -468.366511          4.00                0.00         
CONF1600       -36.705034          2.65          -468.362819          2.58           -2.989488         -468.367583          3.32                0.01         
CONF1602       -36.704437          3.03          -468.363035          2.44           -3.370202         -468.368406          2.81                0.02         
CONF1605       -36.703472          3.63          -468.363041          2.44           -3.975139         -468.369375          2.20                0.05         
CONF1614       -36.703360          3.70          -468.362678          2.67           -4.032093         -468.369104          2.37                0.04         
CONF1615       -36.704986          2.68          -468.362106          3.03           -3.009341         -468.366901          3.75                0.00         
CONF1618       -36.703360          3.70          -468.363129          2.39           -4.028466         -468.369549          2.09                0.06         
CONF1620       -36.703343          3.71          -468.362646          2.69           -4.036245         -468.369078          2.39                0.03         
CONF1621       -36.703343          3.71          -468.362540          2.76           -4.036270         -468.368972          2.45                0.03         
CONF1622       -36.703375          3.69          -468.363272          2.30           -4.015303         -468.369671          2.01                0.06         
CONF1624       -36.703374          3.69          -468.363251          2.31           -4.015125         -468.369649          2.03                0.06         
CONF1625       -36.703374          3.69          -468.363284          2.29           -4.015400         -468.369683          2.01                0.06         
CONF1629       -36.705064          2.63          -468.362563          2.74           -2.951918         -468.367267          3.52                0.01         
CONF1630       -36.705675          2.25          -468.363119          2.39           -2.567471         -468.367210          3.56                0.00         
CONF1634       -36.704408          3.04          -468.361636          3.32           -3.359400         -468.366990          3.70                0.00         
CONF1636       -36.705041          2.65          -468.362485          2.79           -2.960441         -468.367203          3.56                0.00         
CONF1637       -36.704393          3.05          -468.361501          3.41           -3.364823         -468.366863          3.78                0.00         
CONF1638       -36.703470          3.63          -468.363192          2.35           -3.975698         -468.369528          2.10                0.05         
CONF1640       -36.703437          3.65          -468.363569          2.11           -3.972674         -468.369900          1.87                0.08         
CONF1641       -36.704645          2.90          -468.361420          3.46           -3.205064         -468.366528          3.99                0.00         
CONF1644       -36.703332          3.72          -468.362208          2.96           -4.027936         -468.368627          2.67                0.02         
CONF1645       -36.704960          2.70          -468.361988          3.10           -3.004712         -468.366776          3.83                0.00         
CONF1648       -36.704998          2.67          -468.362376          2.86           -2.977750         -468.367121          3.61                0.00         
CONF1651       -36.704431          3.03          -468.361600          3.35           -3.328697         -468.366904          3.75                0.00         
CONF1652       -36.703424          3.66          -468.363474          2.17           -3.960227         -468.369785          1.94                0.07         
CONF1654       -36.703423          3.66          -468.363507          2.15           -3.960137         -468.369818          1.92                0.07         
CONF1655       -36.704618          2.91          -468.361769          3.24           -3.211693         -468.366887          3.76                0.00         
CONF1657       -36.704133          3.22          -468.361218          3.58           -3.512943         -468.366816          3.81                0.00         
CONF1661       -36.704003          3.30          -468.360936          3.76           -3.587329         -468.366653          3.91                0.00         
CONF1662       -36.703326          3.72          -468.362906          2.53           -4.010497         -468.369298          2.25                0.04         
CONF1663       -36.703379          3.69          -468.363328          2.26           -3.976270         -468.369664          2.02                0.06         
CONF1664       -36.704938          2.71          -468.362066          3.05           -2.997166         -468.366843          3.79                0.00         
CONF1666       -36.703270          3.76          -468.361969          3.11           -4.040922         -468.368408          2.81                0.02         
CONF1667       -36.704926          2.72          -468.362010          3.09           -3.000847         -468.366792          3.82                0.00         
CONF1670       -36.704095          3.24          -468.361281          3.55           -3.517837         -468.366887          3.76                0.00         
CONF1671       -36.703331          3.72          -468.362111          3.02           -3.993713         -468.368475          2.76                0.02         
CONF1674       -36.703304          3.74          -468.362258          2.93           -4.006558         -468.368643          2.66                0.02         
CONF1678       -36.703274          3.76          -468.362447          2.81           -4.018896         -468.368851          2.53                0.03         
CONF1680       -36.704124          3.22          -468.361013          3.71           -3.485299         -468.366567          3.96                0.00         
CONF1683       -36.703327          3.72          -468.362415          2.83           -3.984257         -468.368765          2.58                0.02         
CONF1687       -36.704062          3.26          -468.361353          3.50           -3.521999         -468.366965          3.71                0.00         
CONF1697       -36.703230          3.78          -468.361788          3.23           -4.034932         -468.368218          2.93                0.01         
CONF1698       -36.704227          3.16          -468.362856          2.56           -3.407623         -468.368286          2.88                0.01         
CONF1699       -36.704277          3.13          -468.361407          3.47           -3.377017         -468.366788          3.82                0.00         
CONF1700       -36.704967          2.69          -468.362850          2.56           -2.941930         -468.367538          3.35                0.01         
CONF1701       -36.704489          2.99          -468.362448          2.81           -3.242269         -468.367614          3.30                0.01         
CONF1708       -36.703238          3.78          -468.362171          2.99           -4.022123         -468.368581          2.70                0.02         
CONF1709       -36.704982          2.68          -468.363575          2.11           -2.927634         -468.368240          2.91                0.01         
CONF1710       -36.704130          3.22          -468.361047          3.69           -3.461849         -468.366563          3.96                0.00         
CONF1712       -36.703327          3.72          -468.362596          2.72           -3.962533         -468.368911          2.49                0.03         
CONF1715       -36.703273          3.76          -468.363047          2.44           -3.996726         -468.369416          2.17                0.05         
CONF1722       -36.703227          3.79          -468.362229          2.95           -4.023069         -468.368640          2.66                0.02         
CONF1726       -36.703222          3.79          -468.362952          2.50           -4.023086         -468.369363          2.21                0.05         
CONF1729       -36.703249          3.77          -468.361793          3.22           -4.000318         -468.368168          2.96                0.01         
CONF1730       -36.703221          3.79          -468.363243          2.31           -4.017522         -468.369645          2.03                0.06         
CONF1732       -36.703184          3.81          -468.362616          2.71           -4.038569         -468.369051          2.40                0.03         
CONF1733       -36.703180          3.82          -468.362652          2.68           -4.039758         -468.369090          2.38                0.03         
CONF1735       -36.703211          3.80          -468.362729          2.64           -4.019132         -468.369134          2.35                0.04         
CONF1737       -36.703191          3.81          -468.362019          3.08           -4.032114         -468.368445          2.78                0.02         
CONF1738       -36.703206          3.80          -468.363107          2.40           -4.021167         -468.369515          2.11                0.05         
CONF1739       -36.703187          3.81          -468.362225          2.95           -4.033736         -468.368653          2.65                0.02         
CONF1740       -36.703240          3.78          -468.363116          2.39           -4.000008         -468.369491          2.13                0.05         
CONF1741       -36.703148          3.83          -468.361933          3.14           -4.057810         -468.368400          2.81                0.02         
CONF1742       -36.703206          3.80          -468.362752          2.62           -4.018356         -468.369156          2.34                0.04         
CONF1743       -36.703212          3.79          -468.363320          2.27           -4.014262         -468.369717          1.99                0.07         
CONF1749       -36.704258          3.14          -468.361523          3.39           -3.352764         -468.366866          3.77                0.00         
CONF1750       -36.703155          3.83          -468.361719          3.27           -4.045109         -468.368165          2.96                0.01         
CONF1754       -36.704126          3.22          -468.361303          3.53           -3.432714         -468.366774          3.83                0.00         
CONF1759       -36.703357          3.70          -468.363842          1.94           -3.907987         -468.370070          1.76                0.10         
CONF1760       -36.703150          3.83          -468.362578          2.73           -4.038078         -468.369013          2.43                0.03         
CONF1761       -36.703149          3.83          -468.362606          2.71           -4.037524         -468.369040          2.41                0.03         
CONF1763       -36.703148          3.83          -468.362563          2.74           -4.037821         -468.368998          2.44                0.03         
CONF1764       -36.704824          2.78          -468.361796          3.22           -2.982870         -468.366550          3.97                0.00         
CONF1765       -36.703232          3.78          -468.363280          2.29           -3.986126         -468.369632          2.04                0.06         
CONF1768       -36.703132          3.84          -468.361853          3.19           -4.040839         -468.368292          2.88                0.01         
CONF1770       -36.703917          3.35          -468.360877          3.80           -3.546004         -468.366528          3.99                0.00         
CONF1777       -36.703116          3.85          -468.362472          2.80           -4.040522         -468.368911          2.49                0.03         
CONF1780       -36.703112          3.86          -468.362482          2.79           -4.041949         -468.368923          2.48                0.03         
CONF1781       -36.703212          3.79          -468.363170          2.36           -3.978381         -468.369510          2.12                0.05         
CONF1782       -36.703207          3.80          -468.363184          2.35           -3.980566         -468.369527          2.10                0.05         
CONF1783       -36.703207          3.80          -468.363183          2.35           -3.980155         -468.369526          2.11                0.05         
CONF1784       -36.704025          3.28          -468.361021          3.71           -3.467541         -468.366547          3.97                0.00         
CONF1787       -36.703106          3.86          -468.361884          3.17           -4.041108         -468.368324          2.86                0.02         
CONF1791       -36.703146          3.84          -468.363472          2.17           -4.014731         -468.369869          1.89                0.08         
CONF1792       -36.705511          2.35          -468.362653          2.68           -2.531414         -468.366687          3.89                0.00         
CONF1793       -36.703113          3.86          -468.361997          3.10           -4.033761         -468.368425          2.80                0.02         
CONF1795       -36.703147          3.84          -468.363473          2.17           -4.013771         -468.369870          1.89                0.08         
CONF1796       -36.703995          3.30          -468.361529          3.39           -3.478921         -468.367073          3.65                0.00         
CONF1798       -36.703087          3.87          -468.361624          3.33           -4.046466         -468.368073          3.02                0.01         
CONF1799       -36.703087          3.87          -468.361588          3.35           -4.045646         -468.368035          3.04                0.01         
CONF1800       -36.703184          3.81          -468.362802          2.59           -3.984579         -468.369151          2.34                0.04         
CONF1804       -36.704778          2.81          -468.361908          3.15           -3.012710         -468.366709          3.87                0.00         
CONF1805       -36.703076          3.88          -468.361293          3.54           -4.045771         -468.367740          3.23                0.01         
CONF1808       -36.703071          3.88          -468.361766          3.24           -4.047955         -468.368216          2.93                0.01         
CONF1811       -36.703087          3.87          -468.362300          2.91           -4.036597         -468.368732          2.60                0.02         
CONF1813       -36.703171          3.82          -468.362554          2.75           -3.979739         -468.368896          2.50                0.03         
CONF1816       -36.704087          3.25          -468.361118          3.65           -3.403677         -468.366542          3.98                0.00         
CONF1817       -36.703124          3.85          -468.363298          2.28           -4.006847         -468.369683          2.01                0.06         
CONF1819       -36.703171          3.82          -468.362642          2.69           -3.976082         -468.368978          2.45                0.03         
CONF1821       -36.703171          3.82          -468.362734          2.63           -3.975696         -468.369070          2.39                0.03         
CONF1825       -36.704788          2.81          -468.363100          2.40           -2.958022         -468.367814          3.18                0.01         
CONF1826       -36.703078          3.88          -468.361587          3.35           -4.030112         -468.368009          3.06                0.01         
CONF1829       -36.703069          3.88          -468.361649          3.31           -4.032977         -468.368076          3.02                0.01         
CONF1830       -36.703098          3.87          -468.362832          2.57           -4.015381         -468.369231          2.29                0.04         
CONF1832       -36.703133          3.84          -468.362112          3.02           -3.990972         -468.368472          2.77                0.02         
CONF1833       -36.703066          3.89          -468.361981          3.11           -4.032387         -468.368407          2.81                0.02         
CONF1835       -36.703112          3.86          -468.363015          2.46           -4.001496         -468.369392          2.19                0.05         
CONF1837       -36.703126          3.85          -468.362006          3.09           -3.992528         -468.368369          2.83                0.02         
CONF1838       -36.704054          3.27          -468.361177          3.61           -3.411277         -468.366613          3.93                0.00         
CONF1840       -36.703077          3.88          -468.363054          2.43           -4.024025         -468.369467          2.14                0.05         
CONF1847       -36.703066          3.89          -468.362759          2.62           -4.019295         -468.369164          2.33                0.04         
CONF1850       -36.703051          3.90          -468.362904          2.53           -4.024280         -468.369317          2.24                0.04         
CONF1851       -36.703043          3.90          -468.362574          2.73           -4.027965         -468.368993          2.44                0.03         
CONF1853       -36.703055          3.89          -468.362395          2.85           -4.016621         -468.368796          2.56                0.03         
CONF1854       -36.703065          3.89          -468.362107          3.03           -4.009464         -468.368496          2.75                0.02         
CONF1856       -36.703979          3.31          -468.361043          3.70           -3.433950         -468.366515          3.99                0.00         
CONF1857       -36.703060          3.89          -468.362011          3.09           -4.008962         -468.368399          2.81                0.02         
CONF1861       -36.704075          3.25          -468.361301          3.53           -3.368766         -468.366670          3.90                0.00         
CONF1863       -36.704890          2.74          -468.363215          2.33           -2.855944         -468.367766          3.21                0.01         
CONF1869       -36.703032          3.91          -468.362674          2.67           -4.015856         -468.369074          2.39                0.03         
CONF1870       -36.703031          3.91          -468.362684          2.67           -4.015972         -468.369083          2.38                0.03         
CONF1871       -36.703026          3.91          -468.362339          2.88           -4.018171         -468.368743          2.60                0.02         
CONF1872       -36.704006          3.30          -468.361446          3.44           -3.401520         -468.366867          3.77                0.00         
CONF1875       -36.703077          3.88          -468.362082          3.04           -3.990524         -468.368441          2.79                0.02         
CONF1876       -36.702990          3.93          -468.362179          2.98           -4.034017         -468.368608          2.68                0.02         
CONF1881       -36.702980          3.94          -468.361961          3.12           -4.034064         -468.368390          2.82                0.02         
CONF1887       -36.703019          3.92          -468.362389          2.85           -4.004195         -468.368770          2.58                0.02         
CONF1888       -36.702976          3.94          -468.362096          3.03           -4.031273         -468.368520          2.74                0.02         
CONF1892       -36.704817          2.79          -468.362536          2.76           -2.870799         -468.367111          3.62                0.00         
CONF1894       -36.704766          2.82          -468.362861          2.55           -2.901812         -468.367485          3.39                0.01         
CONF1895       -36.702981          3.94          -468.362516          2.77           -4.020128         -468.368922          2.48                0.03         
CONF1896       -36.702981          3.94          -468.362427          2.83           -4.020338         -468.368834          2.54                0.03         
CONF1901       -36.703059          3.89          -468.361673          3.30           -3.998711         -468.368045          3.03                0.01         
CONF1902       -36.702950          3.96          -468.362205          2.97           -4.036338         -468.368637          2.66                0.02         
CONF1905       -36.702944          3.96          -468.362215          2.96           -4.037379         -468.368649          2.66                0.02         
CONF1906       -36.702957          3.95          -468.362789          2.60           -4.028960         -468.369210          2.30                0.04         
CONF1907       -36.703023          3.91          -468.362349          2.88           -3.985832         -468.368701          2.62                0.02         
CONF1908       -36.702935          3.97          -468.362309          2.90           -4.037912         -468.368743          2.60                0.02         
CONF1909       -36.702940          3.97          -468.362164          2.99           -4.037990         -468.368599          2.69                0.02         
CONF1910       -36.703027          3.91          -468.362438          2.82           -3.981651         -468.368783          2.57                0.02         
CONF1911       -36.702943          3.96          -468.362736          2.63           -4.030231         -468.369159          2.34                0.04         
CONF1912       -36.702945          3.96          -468.360694          3.91           -4.027336         -468.367112          3.62                0.00         
CONF1914       -36.702871          4.01          -468.360584          3.98           -4.071399         -468.367072          3.65                0.00         
CONF1917       -36.702945          3.96          -468.361662          3.31           -4.021067         -468.368070          3.02                0.01         
CONF1918       -36.702950          3.96          -468.362772          2.61           -4.017209         -468.369174          2.33                0.04         
CONF1919       -36.704842          2.77          -468.362101          3.03           -2.828137         -468.366608          3.94                0.00         
CONF1920       -36.702957          3.95          -468.361885          3.17           -4.010157         -468.368276          2.89                0.01         
CONF1922       -36.703074          3.88          -468.361227          3.58           -3.933572         -468.367495          3.38                0.01         
CONF1923       -36.702889          4.00          -468.361686          3.29           -4.048081         -468.368137          2.98                0.01         
CONF1927       -36.703029          3.91          -468.361832          3.20           -3.955185         -468.368135          2.98                0.01         
CONF1929       -36.703045          3.90          -468.361419          3.46           -3.944026         -468.367704          3.25                0.01         
CONF1930       -36.702964          3.95          -468.362943          2.50           -3.994648         -468.369309          2.24                0.04         
CONF1932       -36.703831          3.41          -468.361117          3.65           -3.447038         -468.366610          3.94                0.00         
CONF1933       -36.702933          3.97          -468.362340          2.88           -4.010078         -468.368731          2.60                0.02         
CONF1934       -36.702991          3.93          -468.363447          2.19           -3.973101         -468.369778          1.95                0.07         
CONF1936       -36.702973          3.94          -468.362266          2.93           -3.982506         -468.368612          2.68                0.02         
CONF1937       -36.702894          3.99          -468.361909          3.15           -4.032069         -468.368334          2.85                0.02         
CONF1939       -36.704622          2.91          -468.362171          2.99           -2.947443         -468.366868          3.77                0.00         
CONF1940       -36.704671          2.88          -468.362354          2.87           -2.915847         -468.367000          3.69                0.00         
CONF1942       -36.702927          3.97          -468.362076          3.05           -4.008380         -468.368464          2.77                0.02         
CONF1943       -36.702926          3.97          -468.362083          3.04           -4.009108         -468.368472          2.77                0.02         
CONF1945       -36.704267          3.13          -468.361578          3.36           -3.165939         -468.366623          3.93                0.00         
CONF1946       -36.702948          3.96          -468.362098          3.03           -3.989891         -468.368456          2.78                0.02         
CONF1949       -36.702887          4.00          -468.362692          2.66           -4.024079         -468.369105          2.37                0.04         
CONF1950       -36.702924          3.98          -468.362340          2.88           -4.000258         -468.368715          2.61                0.02         
CONF1951       -36.702884          4.00          -468.362671          2.67           -4.024432         -468.369085          2.38                0.03         
CONF1955       -36.702833          4.03          -468.361374          3.49           -4.051173         -468.367830          3.17                0.01         
CONF1958       -36.702894          3.99          -468.362257          2.93           -4.008864         -468.368645          2.66                0.02         
CONF1959       -36.702824          4.04          -468.361012          3.71           -4.051281         -468.367469          3.40                0.01         
