 CONF#         E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
CONF555       -71.547184          6.00          -2494.355337          3.07           -10.580175        -2494.372197          2.61                0.05         
CONF565       -71.548003          5.49          -2494.358361          1.18           -10.037012        -2494.374356          1.25                0.51         
CONF566       -71.547991          5.50          -2494.358338          1.19           -10.040992        -2494.374339          1.26                0.50         
CONF572       -71.545295          7.19          -2494.351640          5.39           -11.703253        -2494.370291          3.80                0.01         
CONF575       -71.546291          6.56          -2494.353052          4.51           -11.075932        -2494.370703          3.55                0.01         
CONF577       -71.547681          5.69          -2494.355015          3.28           -10.193186        -2494.371258          3.20                0.02         
CONF581       -71.547167          6.01          -2494.355793          2.79           -10.486127        -2494.372503          2.42                0.07         
CONF582       -71.548457          5.20          -2494.359411          0.52           -9.663690         -2494.374811          0.97                0.83         
CONF583       -71.548565          5.14          -2494.359687          0.34           -9.589817         -2494.374970          0.87                0.98         
CONF584       -71.548503          5.17          -2494.359513          0.45           -9.632216         -2494.374863          0.94                0.88         
CONF585       -71.548763          5.01          -2494.360112          0.08           -9.465397         -2494.375196          0.73                1.25         
CONF586       -71.547755          5.64          -2494.355959          2.68           -10.095321        -2494.372047          2.70                0.04         
CONF587       -71.548764          5.01          -2494.360072          0.10           -9.461720         -2494.375150          0.76                1.19         
CONF590       -71.547021          6.10          -2494.354592          3.54           -10.549845        -2494.371404          3.11                0.02         
CONF594       -71.547794          5.62          -2494.357749          1.56           -10.054709        -2494.373772          1.62                0.28         
CONF595       -71.543466          8.33          -2494.352428          4.90           -12.767829        -2494.372775          2.25                0.10         
CONF596       -71.547011          6.11          -2494.354571          3.55           -10.541399        -2494.371370          3.13                0.02         
CONF598       -71.547012          6.11          -2494.354552          3.57           -10.534186        -2494.371339          3.15                0.02         
CONF599       -71.548068          5.45          -2494.354386          3.67           -9.871059         -2494.370117          3.91                0.01         
CONF600       -71.546873          6.20          -2494.355293          3.10           -10.619156        -2494.372216          2.60                0.05         
CONF601       -71.548373          5.26          -2494.359760          0.30           -9.676404         -2494.375180          0.74                1.23         
CONF603       -71.547863          5.58          -2494.354589          3.54           -9.972689         -2494.370481          3.69                0.01         
CONF604       -71.544034          7.98          -2494.353619          4.15           -12.370824        -2494.373333          1.90                0.17         
CONF606       -71.547534          5.78          -2494.354071          3.87           -10.144238        -2494.370237          3.84                0.01         
CONF607       -71.546070          6.70          -2494.356154          2.56           -11.058587        -2494.373777          1.62                0.28         
CONF610       -71.546885          6.19          -2494.354304          3.72           -10.508606        -2494.371050          3.33                0.02         
CONF611       -71.547823          5.60          -2494.354897          3.35           -9.914987         -2494.370698          3.55                0.01         
CONF612       -71.547495          5.81          -2494.354143          3.82           -10.113562        -2494.370260          3.82                0.01         
CONF617       -71.547309          5.92          -2494.355238          3.14           -10.185601        -2494.371470          3.06                0.02         
CONF619       -71.546674          6.32          -2494.355510          2.96           -10.586784        -2494.372381          2.49                0.06         
CONF621       -71.547903          5.55          -2494.357895          1.47           -9.797337         -2494.373508          1.79                0.21         
CONF622       -71.547845          5.59          -2494.357483          1.73           -9.833847         -2494.373155          2.01                0.14         
CONF626       -71.547383          5.88          -2494.355923          2.71           -10.112345        -2494.372038          2.71                0.04         
CONF627       -71.547373          5.88          -2494.356023          2.64           -10.107746        -2494.372130          2.65                0.05         
CONF629       -71.546664          6.33          -2494.355692          2.85           -10.552786        -2494.372509          2.41                0.07         
CONF631       -71.545555          7.02          -2494.353595          4.17           -11.213843        -2494.371465          3.07                0.02         
CONF632       -71.547292          5.93          -2494.354934          3.33           -10.117117        -2494.371057          3.32                0.02         
CONF633       -71.544906          7.43          -2494.354124          3.83           -11.613204        -2494.372631          2.34                0.08         
CONF637       -71.547596          5.74          -2494.356556          2.31           -9.907819         -2494.372345          2.52                0.06         
CONF639       -71.544691          7.57          -2494.353444          4.26           -11.727726        -2494.372133          2.65                0.05         
CONF640       -71.548619          5.10          -2494.359564          0.42           -9.246949         -2494.374300          1.29                0.48         
CONF641       -71.548648          5.08          -2494.359708          0.33           -9.221300         -2494.374403          1.22                0.54         
CONF642       -71.546545          6.40          -2494.355158          3.19           -10.539949        -2494.371954          2.76                0.04         
CONF643       -71.548671          5.07          -2494.359649          0.37           -9.189555         -2494.374294          1.29                0.48         
CONF644       -71.546562          6.39          -2494.355044          3.26           -10.531688        -2494.371827          2.84                0.04         
CONF646       -71.548415          5.23          -2494.359407          0.52           -9.337484         -2494.374287          1.30                0.48         
CONF647       -71.548665          5.07          -2494.359686          0.34           -9.175803         -2494.374308          1.28                0.49         
CONF650       -71.548437          5.22          -2494.359611          0.39           -9.311628         -2494.374450          1.19                0.57         
CONF651       -71.548433          5.22          -2494.359480          0.47           -9.323066         -2494.374337          1.27                0.50         
CONF652       -71.548341          5.28          -2494.359299          0.59           -9.371098         -2494.374233          1.33                0.45         
CONF657       -71.547236          5.97          -2494.355503          2.97           -10.035684        -2494.371496          3.05                0.02         
CONF659       -71.546217          6.61          -2494.353659          4.13           -10.672427        -2494.370666          3.57                0.01         
CONF663       -71.546985          6.13          -2494.356308          2.46           -10.167359        -2494.372510          2.41                0.07         
CONF667       -71.547486          5.81          -2494.356742          2.19           -9.826734         -2494.372401          2.48                0.06         
CONF668       -71.543737          8.17          -2494.350666          6.00           -12.149687        -2494.370028          3.97                0.01         
CONF671       -71.544848          7.47          -2494.351835          5.27           -11.431505        -2494.370052          3.95                0.01         
CONF673       -71.544725          7.54          -2494.351855          5.26           -11.506903        -2494.370193          3.87                0.01         
CONF676       -71.546847          6.21          -2494.356001          2.66           -10.167013        -2494.372203          2.60                0.05         
CONF677       -71.546769          6.26          -2494.355745          2.82           -10.202328        -2494.372003          2.73                0.04         
CONF678       -71.547434          5.84          -2494.356759          2.18           -9.789015         -2494.372358          2.51                0.06         
CONF680       -71.545438          7.10          -2494.354157          3.81           -11.004893        -2494.371694          2.92                0.03         
CONF682       -71.546008          6.74          -2494.357220          1.89           -10.643060        -2494.374181          1.36                0.43         
CONF685       -71.547397          5.87          -2494.356755          2.18           -9.760565         -2494.372310          2.54                0.06         
CONF686       -71.545950          6.78          -2494.357335          1.82           -10.661854        -2494.374326          1.27                0.50         
CONF687       -71.546157          6.65          -2494.356539          2.32           -10.524214        -2494.373311          1.91                0.17         
CONF689       -71.542868          8.71          -2494.350337          6.21           -12.581003        -2494.370386          3.75                0.01         
CONF690       -71.542337          9.04          -2494.351384          5.55           -12.906869        -2494.371952          2.76                0.04         
CONF691       -71.542522          8.93          -2494.350867          5.88           -12.786708        -2494.371244          3.21                0.02         
CONF693       -71.548350          5.27          -2494.359542          0.43           -9.126360         -2494.374086          1.42                0.39         
CONF695       -71.547305          5.93          -2494.359250          0.62           -9.768078         -2494.374817          0.96                0.84         
CONF697       -71.547350          5.90          -2494.356760          2.18           -9.722147         -2494.372253          2.57                0.06         
CONF698       -71.547620          5.73          -2494.360235          0.00           -9.537077         -2494.375433          0.58                1.61         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -2487.7511914   -2487.7680170     <<==part0==
----------------------------------------------------------------------------------------------------
