 CONF#         G (xTB)          ΔG (xTB)          E (DFT)           ΔGsolv         GmRRHO           Gtot             ΔGtot          Boltzmann weight   
CONF858       -56.764488          ---           -2575.213065       -0.008676        ---         -2575.221741          4.30                0.00         
CONF859       -56.764485          ---           -2575.214208       -0.005099        ---         -2575.219306          5.83                0.00         
CONF860       -56.764471          ---           -2575.212383       -0.009127        ---         -2575.221510          4.44                0.00         
CONF862       -56.764450          ---           -2575.215999       -0.007087        ---         -2575.223086          3.45                0.02         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -2575.2166577   -2575.2269259     <<==part1==
----------------------------------------------------------------------------------------------------

